name,status,recommended classification,mass,detection method,year fell or found,latitude,longitude
Ibitira,Valid,Eucrite-mmict,2500.0,Fell,1957,-20.0,-45.0
Ibrisim,Valid,OC,,Fell,1949,38.0,35.0
Ichkala,Valid,H6,3973.0,Fell,1936,58.2,82.93333
Idutywa,Valid,H5,3457.0,Fell,1956,-32.1,28.33333
Iguaracu,Valid,H5,1200.0,Fell,1977,-23.2,-51.83333
Ijopega,Valid,H6,7330.0,Fell,1975,-6.03333,145.36667
Indarch,Valid,EH4,27000.0,Fell,1891,39.75,46.66667
Independence,Valid,L6,880.0,Fell,1917,39.08333,-94.4
Inner Mongolia,Valid,L6,3000.0,Fell,1963,41.0,112.0
Innisfree,Valid,L5,4576.0,Fell,1977,53.415,-111.3375
Ipiranga,Valid,H6,7000.0,Fell,1972,-25.5,-54.5
Ishinga,Valid,H,1300.0,Fell,1954,-8.93333,33.8
Isthilart,Valid,H5,3050.0,Fell,1928,-31.18333,-57.95
Itapicuru-Mirim,Valid,H5,2024.0,Fell,1879,-3.4,-44.33333
Itqiy,Valid,EH7-an,4720.0,Fell,1990,26.59083,-12.95217
Ivuna,Valid,CI1,704.5,Fell,1938,-8.41667,32.43333
Jackalsfontein,Valid,L6,48000.0,Fell,1903,-32.5,21.9
Jajh deh Kot Lalu,Valid,EL6,973.0,Fell,1926,26.75,68.41667
Jalandhar,Valid,Iron,1967.0,Fell,1621,31.0,75.0
Jamkheir,Valid,H6,22.0,Fell,1866,18.75,75.33333
Jartai,Valid,L6,20500.0,Fell,1979,39.7,105.8
Jelica,Valid,LL6,34000.0,Fell,1889,43.83333,20.44167
Jesenice,Valid,L6,3667.0,Fell,2009,46.42137,14.05217
Jhung,Valid,L5,5900.0,Fell,1873,31.3,72.38333
Jiange,Valid,H5,222.0,Fell,1964,31.91667,104.91667
Jianshi,Valid,"Iron, IIIAB",600000.0,Fell,1890,30.80833,109.5
Jilin,Valid,H5,4000000.0,Fell,1976,44.05,126.16667
Jodiya,Valid,L5,100.0,Fell,2006,22.68,70.31333
Jodzie,Valid,Howardite,30.0,Fell,1877,55.7,24.4
Johnstown,Valid,Diogenite,40300.0,Fell,1924,40.35,-104.9
Jolomba,Valid,LL6,483.0,Fell,1974,-11.85,15.83333
Jonzac,Valid,Eucrite-mmict,5000.0,Fell,1819,45.43333,-0.45
Juancheng,Valid,H5,100000.0,Fell,1997,35.5,115.41667
Judesegeri,Valid,H6,680.0,Fell,1876,12.85,76.8
Jumapalo,Valid,L6,32490.0,Fell,1984,-7.71667,111.2
Junan,Valid,L6,950.0,Fell,1976,35.2,118.8
Juromenha,Valid,"Iron, IIIAB",25250.0,Fell,1968,38.74028,-7.27
Juvinas,Valid,Eucrite-mmict,91000.0,Fell,1821,44.71667,4.3
Kaba,Valid,CV3,3000.0,Fell,1857,47.35,21.3
Kabo,Valid,H4,13400.0,Fell,1971,11.85,8.21667
Kadonah,Valid,H6,89.0,Fell,1822,27.08333,78.33333
Kaee,Valid,H5,230.0,Fell,1838,27.25,79.96667
Kagarlyk,Valid,L6,1900.0,Fell,1908,49.86667,30.83333
Kaidun,Valid,CR2,2000.0,Fell,1980,15.0,48.3
Kainsaz,Valid,CO3.2,200000.0,Fell,1937,55.43333,53.25
Kakangari,Valid,K3,350.0,Fell,1890,12.38333,78.51667
Kakowa,Valid,L6,577.0,Fell,1858,45.13333,21.66667
Kalaba,Valid,H4,950.0,Fell,1951,-6.83333,29.5
Kalumbi,Valid,L6,4500.0,Fell,1879,17.83333,73.98333
Kamalpur,Valid,L6,2770.0,Fell,1942,26.03333,81.46667
Kamiomi,Valid,H5,448.0,Fell,1913,36.04167,139.95667
Kamsagar,Valid,L6,1293.0,Fell,1902,14.18333,75.8
Kandahar (Afghanistan),Valid,L6,299.0,Fell,1959,31.6,65.78333
Kangean,Valid,H5,1630.0,Fell,1908,-7.0,115.5
Kangra Valley,Valid,H5,400.0,Fell,1897,32.08333,76.3
Kapoeta,Valid,Howardite,11355.0,Fell,1942,4.7,33.63333
Kaprada,Valid,L5/6,1600.0,Fell,2004,20.33916,73.22329
Kaptal-Aryk,Valid,L6,3500.0,Fell,1937,42.45,73.36667
Karakol,Valid,LL6,3000.0,Fell,1840,47.21667,81.01667
Karatu,Valid,LL6,2220.0,Fell,1963,-3.5,35.58333
Karewar,Valid,L6,180.0,Fell,1949,12.9,7.15
Karkh,Valid,L6,22000.0,Fell,1905,27.8,67.16667
Karloowala,Valid,L6,2950.0,Fell,1955,31.58333,71.6
Karoonda,Valid,CK4,41730.0,Fell,1930,-35.08333,139.91667
Kasamatsu,Valid,H,710.0,Fell,1938,35.36667,136.76667
Kasauli,Valid,H4,16820.0,Fell,2003,29.58333,77.58333
Katagum,Valid,L6,1500.0,Fell,1999,11.33333,10.08333
Kavarpura,Valid,"Iron, IIE-an",6800.0,Fell,2006,25.14333,75.81333
Kayakent,Valid,"Iron, IIIAB",85000.0,Fell,1961,39.26333,31.78
Kediri,Valid,L4,3300.0,Fell,1940,-7.75,112.01667
Kemer,Valid,L4,5760.0,Fell,2008,36.54194,29.41822
Kendleton,Valid,L4,6937.0,Fell,1939,29.45,-96.0
Kendrapara,Valid,H4-5,6669.2,Fell,2003,20.4625,86.70278
Kerilis,Valid,H5,5000.0,Fell,1874,48.4,-3.3
Kernouve,Valid,H6,80000.0,Fell,1869,48.11667,-3.08333
Kesen,Valid,H4,135000.0,Fell,1850,38.98333,141.61667
Khairpur,Valid,EL6,13600.0,Fell,1873,29.53333,72.3
Khanpur,Valid,LL5,3698.0,Fell,1932,25.55,83.11667
Kharkov,Valid,L6,1500.0,Fell,1787,50.625,35.075
Kheragur,Valid,L6,450.0,Fell,1860,26.95,77.88333
Khetri,Valid,H6,100.0,Fell,1867,28.01667,75.81667
Khmelevka,Valid,L5,6109.0,Fell,1929,56.75,75.33333
Khohar,Valid,L3.6,9700.0,Fell,1910,25.1,81.53333
Khor Temiki,Valid,Aubrite,3200.0,Fell,1932,16.0,36.0
Kidairat,Valid,H6,100000.0,Fell,1983,14.0,28.0
Kiel,Valid,L6,737.6,Fell,1962,54.4,10.15
Kiffa,Valid,H5,1500.0,Fell,1970,16.58333,-11.33333
Kijima (1906),Valid,Stone-uncl,331.0,Fell,1906,36.85,138.38333
Kikino,Valid,H6,195.0,Fell,1809,55.0,34.0
Kilabo,Valid,LL6,19000.0,Fell,2002,12.76667,9.8
Kilbourn,Valid,H5,772.0,Fell,1911,43.58333,-89.6
Killeter,Valid,H6,140.0,Fell,1844,54.66667,-7.66667
Kingai,Valid,H6,67.4,Fell,1967,11.63333,24.68333
Kirbyville,Valid,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95
Kisvarsány,Valid,L6,1550.0,Fell,1914,48.16667,22.30833
Kitchener,Valid,L6,202.6,Fell,1998,43.38333,-80.38333
Klein-Wenden,Valid,H6,3250.0,Fell,1843,51.6,10.8
Knyahinya,Valid,L/LL5,500000.0,Fell,1866,48.9,22.4
Kobe,Valid,CK4,136.0,Fell,1999,34.73333,135.16667
Kokubunji,Valid,L6,11510.0,Fell,1986,34.3,133.95
Komagome,Valid,Iron,238.0,Fell,1926,35.73333,139.75
Konovo,Valid,LL5,90.0,Fell,1931,42.51667,26.16667
Košice,Valid,H5,4300.0,Fell,2010,48.76367,21.17633
Krähenberg,Valid,LL5,16500.0,Fell,1869,49.32694,7.46472
Krasnoi-Ugol,Valid,L6,2440.0,Fell,1829,54.03333,40.9
Krasnyi Klyuch,Valid,H5,4000.0,Fell,1946,54.33333,56.08333
Krutikha,Valid,OC,845.2,Fell,1906,56.8,77.0
Krymka,Valid,LL3.2,50000.0,Fell,1946,47.83333,30.76667
Kukschin,Valid,L6,2250.0,Fell,1938,51.15,31.7
Kulak,Valid,L5,453.6,Fell,1961,30.73111,66.80222
Kuleschovka,Valid,L6,6000.0,Fell,1811,50.75,33.5
Kulp,Valid,H6,3719.0,Fell,1906,41.11667,45.0
Kunashak,Valid,L6,200000.0,Fell,1949,55.78333,61.36667
Kunya-Urgench,Valid,H5,1100000.0,Fell,1998,42.25,59.2
Kushiike,Valid,OC,4460.0,Fell,1920,37.05,138.38333
Kusiali,Valid,L6,5.0,Fell,1860,29.68333,78.38333
Kutais,Valid,H5,23.0,Fell,1977,44.51667,39.3
Kuttippuram,Valid,L6,45000.0,Fell,1914,10.83333,76.03333
Kuznetzovo,Valid,L6,4047.0,Fell,1932,55.2,75.33333
Kyushu,Valid,L6,45000.0,Fell,1886,32.03333,130.63333
La Bécasse,Valid,L6,2800.0,Fell,1879,47.08333,1.75
La Charca,Valid,OC,399.0,Fell,1878,20.66667,-101.28333
La Colina,Valid,H5,2000.0,Fell,1924,-37.33333,-61.53333
La Criolla,Valid,L6,45000.0,Fell,1985,-31.23333,-58.16667
Laborel,Valid,H5,3833.0,Fell,1871,44.28333,5.58333
Lahrauli,Valid,Ureilite,900.0,Fell,1955,26.78333,82.71667
L'Aigle,Valid,L6,37000.0,Fell,1803,48.76667,0.63333
Lakangaon,Valid,Eucrite-mmict,212.5,Fell,1910,21.86667,76.03333
Lalitpur,Valid,L6,372.0,Fell,1887,24.45,78.56667
Lancé,Valid,CO3.5,51700.0,Fell,1872,47.7,1.06667
Lancon,Valid,H6,7000.0,Fell,1897,43.75,5.11667
Långhalsen,Valid,L6,2300.0,Fell,1947,58.85,16.73333
Lanxi,Valid,L6,1282.0,Fell,1986,46.24167,126.19611
Lanzenkirchen,Valid,L4,7000.0,Fell,1925,47.75,16.23333
Laochenzhen,Valid,H5,14250.0,Fell,1987,33.13333,115.16667
Launton,Valid,L6,1060.0,Fell,1830,51.9,-1.11667
Lavrentievka,Valid,L6,800.0,Fell,1938,52.45,51.56667
Le Pressoir,Valid,H5,3000.0,Fell,1845,47.16667,0.43333
Le Teilleul,Valid,Howardite,780.0,Fell,1845,48.53333,-0.86667
Leedey,Valid,L6,51500.0,Fell,1943,35.88333,-99.33333
Leeuwfontein,Valid,L6,460.0,Fell,1912,-25.66667,28.36667
Leighlinbridge,Valid,L6,271.4,Fell,1999,52.66667,-6.96667
Leighton,Valid,H5,877.0,Fell,1907,34.58333,-87.5
Leonovka,Valid,L6,700.0,Fell,1900,52.26667,32.85
Les Ormes,Valid,L6,125.0,Fell,1857,48.35,3.25
Lesves,Valid,L6,2000.0,Fell,1896,50.36667,4.73333
Lichtenberg,Valid,H6,4000.0,Fell,1973,-26.15,26.18333
Lillaverke,Valid,H5,6862.0,Fell,1930,56.65,15.86667
Limerick,Valid,H5,50000.0,Fell,1813,52.56667,-8.78333
Linum,Valid,L6,1862.0,Fell,1854,52.75,12.9
Lishui,Valid,L5,498.0,Fell,1978,31.63333,118.98333
Lissa,Valid,L6,12800.0,Fell,1808,50.2,14.85
Little Piney,Valid,L5,491.0,Fell,1839,37.91667,-92.08333
Lixna,Valid,H4,5213.0,Fell,1820,56.0,26.43333
Lodran,Valid,Lodranite,1000.0,Fell,1868,29.53333,71.8
Lohawat,Valid,Howardite,40000.0,Fell,1994,26.96556,72.62667
Lorton,Valid,L6,329.7,Fell,2010,38.70066,-77.21163
Los Martinez,Valid,L6,25.0,Fell,1894,38.0,-0.83333
Lost City,Valid,H5,17000.0,Fell,1970,36.00833,-95.15
Louisville,Valid,L6,1300.0,Fell,1977,38.25,-85.75
Łowicz,Valid,Mesosiderite-A3,59000.0,Fell,1935,52.0,19.91667
Lua,Valid,L5,9241.0,Fell,1926,24.95,75.15
Lucé,Valid,L6,3500.0,Fell,1768,47.85,0.48333
Lumpkin,Valid,L6,340.0,Fell,1869,32.03333,-84.76667
Lunan,Valid,H6,2520.0,Fell,1980,24.8,103.3
Lundsgård,Valid,L6,11000.0,Fell,1889,56.21667,13.03333
Luotolax,Valid,Howardite,885.0,Fell,1813,61.2,27.7
Luponnas,Valid,H3-5,14000.0,Fell,1753,46.21667,5.0
Lusaka,Valid,Unknown,,Fell,1951,-7.21667,29.43333
Mabwe-Khoywa,Valid,L5,540.0,Fell,1937,19.0,97.0
Macau,Valid,H5,1500.0,Fell,1836,-5.2,-36.66667
Machinga,Valid,L6,93200.0,Fell,1981,-15.21222,35.24222
Macibini,Valid,Eucrite-pmict,1995.0,Fell,1936,-28.83333,31.95
Madhipura,Valid,L,1000.0,Fell,1950,25.91667,86.36667
Madiun,Valid,L6,400.0,Fell,1935,-7.75,111.53333
Madrid,Valid,L6,400.0,Fell,1896,40.41667,-3.71667
Mafra,Valid,L3-4,600.0,Fell,1941,-26.16667,-49.93333
Magnesia,Valid,"Iron, IAB-sHL",5000.0,Fell,1899,37.86667,27.51667
Magombedze,Valid,H3-5,666.6,Fell,1990,-19.48333,31.65
Mahadevpur,Valid,H4/5,70500.0,Fell,2007,27.66667,95.78333
Maigatari-Danduma,Valid,H5/6,4629.0,Fell,2004,12.83333,9.38333
Malaga,Valid,OC,150.0,Fell,1933,32.21667,-104.0
Malakal,Valid,L5,2000.0,Fell,1970,9.5,31.75
Malampaka,Valid,H,470.0,Fell,1930,-3.13333,33.51667
Malotas,Valid,H5,,Fell,1931,-28.93333,-63.23333
Malvern,Valid,Eucrite-pmict,807.0,Fell,1933,-29.45,26.76667
Mamra Springs,Valid,L6,1000.0,Fell,1927,45.21667,62.08333
Manbhoom,Valid,LL6,1700.0,Fell,1863,23.05,86.7
Manegaon,Valid,Diogenite,50.0,Fell,1843,20.96667,76.1
Mangwendi,Valid,LL6,22300.0,Fell,1934,-17.65,31.6
Manych,Valid,LL3.4,3555.0,Fell,1951,45.81667,44.63333
Mardan,Valid,H5,4500.0,Fell,1948,34.23333,72.08333
Mariaville,Valid,Iron,340.0,Fell,1898,42.71667,-99.38333
Maribo,Valid,CM2,25.81,Fell,2009,54.76183,11.46745
Maridi,Valid,H6,3200.0,Fell,1941,4.66667,29.25
Marilia,Valid,H4,2500.0,Fell,1971,-22.25,-49.93333
Marion (Iowa),Valid,L6,28400.0,Fell,1847,41.9,-91.6
Marjalahti,Valid,"Pallasite, PMG",45000.0,Fell,1902,61.5,30.5
Marmande,Valid,L5,3000.0,Fell,1848,44.5,0.15
Maromandia,Valid,L6,6000.0,Fell,2002,-14.2,48.1
Maryville,Valid,L6,1443.0,Fell,1983,35.8,-84.1
Mascombes,Valid,L6,1000.0,Fell,1836,45.36667,1.86667
Mason Gully,Valid,H5,24.54,Fell,2010,0.0,0.0
Mässing,Valid,Howardite,1600.0,Fell,1803,48.13333,12.61667
Mauerkirchen,Valid,L6,19000.0,Fell,1768,48.18333,13.13333
Mauritius,Valid,L6,220.0,Fell,1801,-20.0,57.0
Mayo Belwa,Valid,Aubrite,4850.0,Fell,1974,8.96667,12.08333
Mazapil,Valid,"Iron, IAB-sLL",4000.0,Fell,1885,24.68333,-101.68333
Maziba,Valid,L6,4975.0,Fell,1942,-1.21667,30.0
Mbale,Valid,L5/6,150000.0,Fell,1992,1.06667,34.16667
Medanitos,Valid,Eucrite-cm,31.0,Fell,1953,-27.25,-67.5
Meerut,Valid,H5,22.0,Fell,1861,29.01667,77.8
Meester-Cornelis,Valid,H5,24750.0,Fell,1915,-6.23333,106.88333
Menow,Valid,H4,10500.0,Fell,1862,53.18333,13.15
Menziswyl,Valid,L5,28.9,Fell,1903,46.81867,7.21817
Mern,Valid,L6,4000.0,Fell,1878,55.05,12.06667
Meru,Valid,LL6,6000.0,Fell,1945,0.0,37.66667
Merua,Valid,H5,71400.0,Fell,1920,25.48333,81.98333
Messina,Valid,L5,2405.0,Fell,1955,38.18333,15.56667
Meuselbach,Valid,L6,870.0,Fell,1897,50.58333,11.1
Mezel,Valid,L6,1300.0,Fell,1949,45.76667,3.25
Mezö-Madaras,Valid,L3.7,22700.0,Fell,1852,46.5,25.73333
Mhow,Valid,L6,350.0,Fell,1827,25.9,83.61667
Mianchi,Valid,H5,1100.0,Fell,1980,34.8,111.7
Middlesbrough,Valid,L6,1600.0,Fell,1881,54.56667,-1.16667
Mifflin,Valid,L5,3584.0,Fell,2010,42.9075,-90.36556
Mighei,Valid,CM2,8000.0,Fell,1889,48.06667,30.96667
Mihonoseki,Valid,L6,6380.0,Fell,1992,35.56833,133.22
Mike,Valid,L6,224.2,Fell,1944,46.23333,17.53333
Milena,Valid,L6,10000.0,Fell,1842,46.18333,16.1
Millbillillie,Valid,Eucrite-mmict,330000.0,Fell,1960,-26.45,120.36667
Miller (Arkansas),Valid,H5,16700.0,Fell,1930,35.4,-92.05
Minamino,Valid,L,1040.0,Fell,1632,35.07833,136.93333
Mineo,Valid,Pallasite,42.0,Fell,1826,37.28333,14.7
Min-Fan-Zhun,Valid,LL6,5500.0,Fell,1952,32.33333,120.66667
Minnichhof,Valid,OC,550.0,Fell,1905,47.7,16.6
Mirzapur,Valid,L5,8510.0,Fell,1910,25.68333,83.25
Misshof,Valid,H5,5800.0,Fell,1890,56.66667,23.0
Mjelleim,Valid,H,100.7,Fell,1898,61.73333,5.93333
Mocs,Valid,L5-6,300000.0,Fell,1882,46.8,24.03333
Modoc (1905),Valid,L6,35000.0,Fell,1905,38.5,-101.1
Mokoia,Valid,CV3,4500.0,Fell,1908,-39.63333,174.4
Molina,Valid,H5,144000.0,Fell,1858,38.11667,-1.16667
Molteno,Valid,Howardite,150.0,Fell,1953,-31.25,26.46667
Monahans (1998),Valid,H5,2587.0,Fell,1998,31.60833,-102.85833
Monroe,Valid,H4,8600.0,Fell,1849,35.25,-80.5
Monte das Fortes,Valid,L5,4885.0,Fell,1950,38.01667,-8.25
Monte Milone,Valid,L5,3130.0,Fell,1846,43.26667,13.35
Montferré,Valid,H5,149000.0,Fell,1923,43.39056,1.9625
Montlivault,Valid,L6,500.0,Fell,1838,47.63333,1.58333
Monze,Valid,L6,,Fell,1950,-15.96667,27.35
Moore County,Valid,Eucrite-cm,1880.0,Fell,1913,35.41667,-79.38333
Mooresfort,Valid,H5,3520.0,Fell,1810,52.45,-8.33333
Moorleah,Valid,L6,8887.5,Fell,1930,-40.975,145.6
Moradabad,Valid,L6,70.0,Fell,1808,28.78333,78.83333
Morávka,Valid,H5,633.0,Fell,2000,49.6,18.53333
Mornans,Valid,H5,1300.0,Fell,1875,44.6,5.13333
Moss,Valid,CO3.6,3763.0,Fell,2006,59.43333,10.7
Moti-ka-nagla,Valid,H6,1500.0,Fell,1868,26.83333,77.33333
Motta di Conti,Valid,H4,9150.0,Fell,1868,45.2,8.5
Mount Browne,Valid,H6,11300.0,Fell,1902,-29.8,141.7
Mount Tazerzait,Valid,L5,110000.0,Fell,1991,18.7,4.8
Mount Vaisi,Valid,Stone-uncl,17000.0,Fell,1637,44.08333,6.86667
Mtola,Valid,Stone-uncl,1100.0,Fell,1944,-11.5,33.5
Muddoor,Valid,L5,4400.0,Fell,1865,12.63333,77.01667
Mulletiwu,Valid,L,25.5,Fell,1795,9.33333,80.83333
Muraid,Valid,L6,4703.0,Fell,1924,24.5,90.21667
Murchison,Valid,CM2,100000.0,Fell,1969,-36.61667,145.2
Murray,Valid,CM2,12600.0,Fell,1950,36.6,-88.1
Muzaffarpur,Valid,"Iron, IAB-sHL",1245.0,Fell,1964,26.13333,85.53333
Myhee Caunta,Valid,OC,,Fell,1842,23.05,72.63333
Nadiabondi,Valid,H5,8165.0,Fell,1956,12.0,1.0
Nagai,Valid,L6,1810.0,Fell,1922,38.12167,140.06167
Nagaria,Valid,Eucrite-cm,20.0,Fell,1875,26.98333,78.21667
Nagy-Borové,Valid,L5,6100.0,Fell,1895,49.16667,19.5
Nakhla,Valid,Martian (nakhlite),10000.0,Fell,1911,31.31667,30.35
Nakhon Pathom,Valid,L6,23200.0,Fell,1923,13.73333,100.08333
Nammianthal,Valid,H5,4500.0,Fell,1886,12.28333,79.2
Nan Yang Pao,Valid,L6,52900.0,Fell,1917,35.66667,103.5
Nanjemoy,Valid,H6,7500.0,Fell,1825,38.41667,-77.16667
Nantong,Valid,H6,529.0,Fell,1984,32.11667,121.8
Naoki,Valid,H6,17000.0,Fell,1928,19.25,77.0
Naragh,Valid,H6,2700.0,Fell,1974,33.75,51.5
Narellan,Valid,L6,367.5,Fell,1928,-34.05,150.68889
Narni,Valid,Stone-uncl,,Fell,0920,42.51667,12.51667
Nassirah,Valid,H4,347.0,Fell,1936,-21.73333,165.9
Nawapali,Valid,CM2,105.0,Fell,1890,21.25,83.66667
Neagari,Valid,L6,420.0,Fell,1995,36.44917,136.46528
Nedagolla,Valid,"Iron, ungrouped",4500.0,Fell,1870,18.68333,83.48333
Nejo,Valid,L6,2450.0,Fell,1970,9.5,35.33333
Nerft,Valid,L6,10250.0,Fell,1864,56.5,21.5
Neuschwanstein,Valid,EL6,6189.0,Fell,2002,47.525,10.80833
New Concord,Valid,L6,230000.0,Fell,1860,40.0,-81.76667
New Halfa,Valid,L4,12000.0,Fell,1994,15.36667,35.68333
New Orleans,Valid,H5,19256.0,Fell,2003,29.94718,-90.10976
Ngawi,Valid,LL3.6,1393.0,Fell,1883,-7.45,111.41667
N'Goureyma,Valid,"Iron, ungrouped",37500.0,Fell,1900,13.85,-4.38333
Nicorps,Valid,Stone-uncl,,Fell,1750,49.03333,-1.43333
Nikolaevka,Valid,H4,3996.0,Fell,1935,52.45,78.63333
Nikolskoe,Valid,L4,6000.0,Fell,1954,56.11667,37.33333
Ningbo,Valid,"Iron, IVA",14250.0,Fell,1975,29.86667,121.48333
Ningqiang,Valid,C3-ung,4610.0,Fell,1983,32.925,105.90667
Nio,Valid,H3-4,467.0,Fell,1897,34.2,131.56667
N'Kandhla,Valid,"Iron, IID",17200.0,Fell,1912,-28.56667,30.7
Nobleborough,Valid,Eucrite-pmict,2300.0,Fell,1823,44.08333,-69.48333
Noblesville,Valid,H4-6,483.7,Fell,1991,40.08528,-86.055
Nogata,Valid,L6,472.0,Fell,0860,33.725,130.75
Nogoya,Valid,CM2,4000.0,Fell,1879,-32.36667,-59.83333
Norfork,Valid,"Iron, IIIAB",1050.0,Fell,1918,36.21667,-92.26667
Norton County,Valid,Aubrite,1100000.0,Fell,1948,39.68333,-99.86667
Noventa Vicentina,Valid,H4,177.0,Fell,1971,45.29167,11.52722
Novo-Urei,Valid,Ureilite,1900.0,Fell,1886,54.81667,46.0
Novy-Ergi,Valid,Stone-uncl,,Fell,1662,58.55,31.33333
Novy-Projekt,Valid,OC,1001.0,Fell,1908,56.0,22.0
Noyan-Bogdo,Valid,L6,250.0,Fell,1933,42.91667,102.46667
Nuevo Mercurio,Valid,H5,50000.0,Fell,1978,24.3,-102.13333
Nulles,Valid,H6,5000.0,Fell,1851,41.63333,0.75
Numakai,Valid,H4,363.0,Fell,1925,43.33333,141.86667
Nyaung,Valid,"Iron, IIIAB",737.6,Fell,1939,21.20833,94.91667
Nyirábrany,Valid,LL5,1100.0,Fell,1914,47.55,22.025
Ochansk,Valid,H4,500000.0,Fell,1887,57.78333,55.26667
Oesede,Valid,H5,1400.0,Fell,1927,52.28333,8.05
Oesel,Valid,L6,6000.0,Fell,1855,58.5,23.0
Ofehértó,Valid,L6,3750.0,Fell,1900,47.88333,22.03333
Ogi,Valid,H6,14360.0,Fell,1741,33.28333,130.2
Ohaba,Valid,H5,16250.0,Fell,1857,46.06667,23.58333
Ohuma,Valid,L5,7700.0,Fell,1963,6.75,8.5
Ojuelos Altos,Valid,L6,5850.0,Fell,1926,38.18333,-5.4
Okabe,Valid,H5,194.0,Fell,1958,36.18333,139.21667
Okano,Valid,"Iron, IIAB",4742.0,Fell,1904,35.08333,135.2
Okniny,Valid,LL6,12000.0,Fell,1834,50.83333,25.5
Oldenburg (1930),Valid,L6,16570.0,Fell,1930,52.95,8.16667
Oliva-Gandia,Valid,Stone-uncl,,Fell,1519,39.0,-0.03333
Olivenza,Valid,LL5,150000.0,Fell,1924,38.71667,-7.06667
Olmedilla de Alarcón,Valid,H5,40000.0,Fell,1929,39.56667,-2.1
Omolon,Valid,"Pallasite, PMG",250000.0,Fell,1981,64.02,161.80833
Orgueil,Valid,CI1,14000.0,Fell,1864,43.88333,1.38333
Orlando,Valid,Eucrite,180.0,Fell,2004,28.5475,-81.36222
Ornans,Valid,CO3.4,6000.0,Fell,1868,47.11667,6.15
Ortenau,Valid,Stone-uncl,4500.0,Fell,1671,48.5,8.0
Orvinio,Valid,H6,3400.0,Fell,1872,42.13333,12.93333
Oterøy,Valid,L6,246.0,Fell,1928,58.88333,9.4
Otomi,Valid,H,6510.0,Fell,1867,38.4,140.35
Ottawa,Valid,LL6,840.0,Fell,1896,38.6,-95.21667
Ouadangou,Valid,L5,4440.0,Fell,2003,12.9,0.08
Oued el Hadjar,Valid,LL6,1215.5,Fell,1986,30.18,-6.57717
Oum Dreyga,Valid,H3-5,17000.0,Fell,2003,24.3,-13.1
Ourique,Valid,H4,20000.0,Fell,1998,37.60833,-8.28
Ovambo,Valid,L6,121.5,Fell,1900,-18.0,16.0
Oviedo,Valid,H5,205.0,Fell,1856,43.4,-5.86667
Owrucz,Valid,OC,,Fell,1775,51.33333,28.83333
Pacula,Valid,L6,3400.0,Fell,1881,21.05,-99.3
Padvarninkai,Valid,Eucrite-mmict,3858.0,Fell,1929,55.66667,25.0
Paitan,Valid,H6,515.0,Fell,1910,17.74333,120.45583
Palahatchie,Valid,OC,,Fell,1910,32.31667,-89.71667
Palca de Aparzo,Valid,L5,1430.0,Fell,1988,-23.11667,-65.1
Palinshih,Valid,Iron,18000.0,Fell,1914,43.48333,118.61667
Palmyra,Valid,L3,135.0,Fell,1926,39.8,-91.5
Palolo Valley,Valid,H5,682.0,Fell,1949,21.3,-157.78333
Pampanga,Valid,L5,10500.0,Fell,1859,15.08333,120.7
Pantar,Valid,H5,2130.0,Fell,1938,8.06667,124.28333
Paragould,Valid,LL5,408000.0,Fell,1930,36.06667,-90.5
Parambu,Valid,LL5,2000.0,Fell,1967,-6.23333,-40.7
Paranaiba,Valid,L6,100000.0,Fell,1956,-19.13333,-51.66667
Park Forest,Valid,L5,18000.0,Fell,2003,41.48472,-87.67917
Parnallee,Valid,LL3.6,77600.0,Fell,1857,9.23333,78.35
Parsa,Valid,EH3,800.0,Fell,1942,26.2,85.4
Pasamonte,Valid,Eucrite-pmict,5100.0,Fell,1933,36.21667,-103.4
Patora,Valid,H6,4375.0,Fell,1969,20.93694,82.05
Patrimonio,Valid,L6,2121.0,Fell,1950,-19.53333,-48.56667
Patti,Valid,Iron,12.0,Fell,1922,38.13333,14.96667
Patwar,Valid,Mesosiderite-A1,37350.0,Fell,1935,23.15,91.18333
Pavel,Valid,H5,2968.0,Fell,1966,43.46667,25.51667
Pavlodar (stone),Valid,H5,142.5,Fell,1938,52.3,77.03333
Pavlograd,Valid,L6,40000.0,Fell,1826,48.53333,35.98333
Pavlovka,Valid,Howardite,2000.0,Fell,1882,52.03333,43.0
Pê,Valid,L6,,Fell,1989,11.33367,-3.54217
Peace River,Valid,L6,45760.0,Fell,1963,56.13333,-117.93333
Peckelsheim,Valid,Diogenite-pm,117.8,Fell,1953,51.66667,9.25
Peekskill,Valid,H6,12570.0,Fell,1992,41.28333,-73.91667
Peña Blanca Spring,Valid,Aubrite,70000.0,Fell,1946,30.125,-103.11667
Peramiho,Valid,Eucrite-mmict,165.0,Fell,1899,-10.66667,35.5
Perpeti,Valid,L6,23474.0,Fell,1935,23.325,91.0
Perth,Valid,LL5,2.0,Fell,1830,56.4,-3.43333
Pervomaisky,Valid,L6,66000.0,Fell,1933,56.63333,39.43333
Pesyanoe,Valid,Aubrite,3393.0,Fell,1933,55.5,66.08333
Pétèlkolé,Valid,H5,189.0,Fell,1995,14.052,0.42
Petersburg,Valid,Eucrite-pmict,1800.0,Fell,1855,35.3,-86.63333
Pettiswood,Valid,Stone-uncl,,Fell,1779,53.53333,-7.33333
Phillips County (stone),Valid,L6,57900.0,Fell,1901,40.0,-99.25
